Name
"PD Dr. med. Tomas Pfeiffer, Singen (Hohentwiel), Chirurg, Arzt"
"Dr. Ferrara Oretta Kratzer, Breitenbrunn, Allgemeinmedizinerin, Ärztin"
"Dr. med. Daniel Vetter, Breitenbrunn/Erzgebirge, Facharzt für Psychosom. Med.u.Psychotherap., Arzt"
"Dr. med. Klemens Scholz, Breitenbrunn/Erzgebirge, Chirurg, Arzt"
"Dr. med. Roman Espinosa, Breitenbrunn/Erzgebirge, Neurologe, Arzt"
"Dr. med. Michael Thomä, Breitenbrunn/Erzgebirge, Orthopäde, Arzt"
"Dr. med. Brit Scholz, Breitenbrunn/Erzgebirge, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Katrin Scherf, Breitenbrunn/Erzgebirge, Fachärztin für Innere Medizin, Ärztin"
"Dipl. - Med. Sabine Schulz, Breitenbrunn/Erzgebirge, Anästhesistin, Ärztin"
"Dr. med. Wolfgang Ulbricht, Breitenbrunn/Erzgebirge, Chirurg, Arzt"
"Dr. med. Friedrich Nestler, Breitenbrunn/Erzgebirge, Anästhesist, Arzt"
"Dr. med. Peter Fischer, Breitenbrunn/Erzgebirge, Radiologe, Arzt"
"Dipl. - Med. Petra Korb, Breitenbrunn/Erzgebirge, Rehabilitationsärztin, Ärztin"
"Dr. med. Christine Seyfert, Breitenbrunn/Erzgebirge, Orthopädin, Ärztin"
"Dipl. - Med. Silwia Ludwig-Hänel, Breitenbrunn/Erzgebirge, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Dilyana Radoeva, Breitenbrunn/Erzgebirge, Fachärztin für Psychosom. Med.u.Psychotherap., Ärztin"
"Dr. med. Heike Fischer, Breitenbrunn/Erzgebirge, HNO Ärztin, Ärztin"
"Dipl. - Med. Andre Scherf, Breitenbrunn/Erzgebirge, Orthopäde, Arzt"
" Lutz Kühnscherf, Breitenbrunn/Erzgebirge, Chirurg, Arzt"
"Dr. med. Erwin-Hubert Helwig, Breitenbrunn/Erzgebirge, Frauenarzt, Arzt"
"Dr. med. Ulf Degenkolb, Breitenbrunn/Erzgebirge, Orthopäde, Arzt"
"Dr. med. Roman Espinosa, Breitenbrunn/Erzgebirge, Neurologe, Arzt"
"Dr. med. Randolf Pirtkien, Breitenbrunn/Erzgebirge, Orthopäde, Arzt"
"Dr. med. Lucia Hagarova, Breitenbrunn/Erzgebirge, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Josef Walla, Breitenbrunn/Erzgebirge, Frauenarzt, Arzt"
"Dipl. - Med. Gabriele Grießner, Breitenbrunn/Erzgebirge, Allgemeinmedizinerin, Ärztin"
"Dipl. - Med. Ulli Hänel, Breitenbrunn/Erzgebirge, Allgemeinmediziner, Arzt"
"Dr. med. Grit Reichel, Breitenbrunn/Erzgebirge, Orthopädin, Ärztin"
"Dr. med. Holger Reichmann, Breitenbrunn/Erzgebirge, Facharzt für Innere Medizin, Arzt"
"Dr. med. Uwe Markert, Breitenbrunn/Erzgebirge, Chirurg, Arzt"
"Dr. med. Alexander Leicht, Breitenbrunn/Erzgebirge, Orthopäde, Arzt"
"Dr. med. Ingo Seel, Bamberg, Facharzt für Innere Medizin, Arzt"
" Stephan Barthel, Bamberg, Allgemeinmediziner, Arzt"
"Dr. med. Marcel Dösch, Bamberg, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Sieglinde Spindler-Thiele, Bamberg, Radiologin, Ärztin"
"Dr. med. Ursula Knorr, Bamberg, Augenärztin, Ärztin"
"PD Dr. med. Teja W. Grömer, Bamberg, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Jürgen Hendricks, Bamberg, Chirurg, Arzt"
"Dr. med. Thomas Fugmann, Memmelsdorf, Allgemeinmediziner, Arzt"
"Prof. Dr. med. Edgar Friederichs, Bamberg, Kinderarzt, Arzt"
"Dr. med. Boris-Alexander Kallmann, Bamberg, Neurologe, Arzt"
"Dr. med. Martin Noell, Bamberg, Neurologe, Arzt"
"Dr. med. Ulrich Kleiner, Bamberg, Plastischer Chirurg, Arzt"
"Dr. med. Christian Urschel, Bamberg, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Aletta Eberlein, Bamberg, Plastische Chirurgin, Ärztin"
"Dr. med. Elmar Stößel, Baunach, Allgemeinmediziner, Arzt"
" Christa Kirschner, Baunach, Allgemeinmedizinerin, Ärztin"
"Dr. med. Anke Eschler, Hallstadt, Allgemeinmedizinerin, Ärztin"
" Klaus Gräf, Kemmern, Allgemeinmediziner, Arzt"
"Dr. med. Stefan Renner, Baunach, Allgemeinmediziner, Arzt"
"Dr. med. Erhard Karmann, Hallstadt, Facharzt für Innere Medizin, Arzt"
"Dr. med. Michael Sterner, Hallstadt, Allgemeinmediziner, Arzt"
"Dr. med. Christian Heinz, Gundelsheim, Allgemeinmediziner, Arzt"
"Dr. med. Lahorka Renner, Hallstadt, Allgemeinmedizinerin, Ärztin"
"Dr. med. Horst Rudel, Hallstadt, Allgemeinmediziner, Arzt"
"Dr. med. Ragi Chita, Hallstadt, Facharzt für Innere Medizin, Arzt"
"Dr. med. Gerlinde Bruhn, Breitengüßbach, Allgemeinmedizinerin, Ärztin"
"Dr. med. Thomas Bruhn, Breitengüßbach, Allgemeinmediziner, Arzt"
" Birgid Muckelbauer, Breitengüßbach, Allgemeinmedizinerin, Ärztin"
"Dr. med. Michael Vogt, Breitengüßbach, Allgemeinmediziner, Arzt"
" Carola Marschall, Niederorschel, Allgemeinmedizinerin, Ärztin"
"Dr. med. Michael Klaus, Niederorschel, Chirurg, Arzt"
"Dr. med. Franz-Ferdinand Kirchner, Leinefelde-Worbis, Facharzt für Innere Medizin, Arzt"
"Dr. med. Dietlind Klaus, Niederorschel, Kinderärztin, Ärztin"
"Dr. med. Hans Joachim Heyder, Niederorschel, Anästhesist, Arzt"
"Dr. med. Kathrin Klaus, Niederorschel, Augenärztin, Ärztin"
"Dr. med. Joachim Christ, Leinefelde-Worbis, Facharzt für Innere Medizin, Arzt"
"Dr. med. Wolfgang Skibbe, Leinefelde-Worbis, Augenarzt, Arzt"
"Dr. med. Gerhard Vernaleken, Niederorschel, Chirurg, Arzt"
"Dipl. - Med. Gudrun Feuerberg, Leinefelde-Worbis, Fachärztin für Innere Medizin, Ärztin"
"Dipl. - Med. Bernadette Fabig, Gernrode, Praktische Ärztin, Ärztin"
"Dr. med. Petra Salzmann, Kirchworbis, Allgemeinmedizinerin, Ärztin"
" Antje Müller, Leinefelde-Worbis, Kinderärztin, Ärztin"
" Jens-Uwe Lange, Niederorschel, Chirurg, Arzt"
"Dipl. - Med. Dorothea Förster, Niederorschel, Allgemeinmedizinerin, Ärztin"
" Henner Fabig, Gernrode, Praktischer Arzt, Arzt"
"Dipl. - Med. Uta Berger, Breitenworbis, Allgemeinmedizinerin, Ärztin"
"Dr. med. Wolfgang Detterbeck, Breitbrunn am Chiemsee, Anästhesist, Arzt"
"Dr. med. Dirk Icking, Aachen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Rolf Sturm, Aachen, Frauenarzt, Arzt"
"Dr. med. Manfred Bauer, Aachen, Allgemeinmediziner, Arzt"
"Dr. med. Heide Ilse Hingsamer, Breitenbrunn, Allgemeinmedizinerin, Ärztin"
"Dipl. - Med. Christine Dahlke, Wittenberge, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Gotthard Roosen-Runge, Mölln, Kinderpsychiater, Arzt"
" Robert Lawrenz, Groß Vollstedt, Allgemeinmediziner, Arzt"
"Dr. med. Christine Körbächer, Groß Vollstedt, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Kerstin Neveling, Felde, Kinderpsychiaterin, Ärztin"
"Dr. med. Karsten Fleck, Radevormwald, Facharzt für Innere Medizin, Arzt"
" Michael Kalus, Ennepetal, Praktischer Arzt, Arzt"
"Dr. med. Boris Cubas, Limburg an der Lahn, Facharzt für Innere Medizin, Arzt"
" Holger Austgen, Limburg an der Lahn, Praktischer Arzt, Arzt"
"Dr. med. Carina Strube-Dies, Selters (Taunus), Allgemeinmedizinerin, Ärztin"
" Wolf-Dieter Krüger, Neesbach, Allgemeinmediziner, Arzt"
" Andrej Milovanovic, Bad Camberg, Allgemeinmediziner, Arzt"
"Dr. med. Martin Gerneth, Beilngries, Orthopäde, Arzt"
"Dr. med. Andreas Rockland, Limburg an der Lahn, Facharzt für Innere Medizin, Arzt"
"Dr. med. Dr. med. dent. Ralph Brahm, Limburg an der Lahn, Mund-Kiefer-Gesichtschirurg, Arzt"
"Dr. med. Dr. med. dent. Jürgen Schäfer, Limburg an der Lahn, Mund-Kiefer-Gesichtschirurg, Arzt"
" Adnan Juratli, Bad Camberg, Hautarzt, Arzt"
"Dr. med. Andreas Wegmann, Niederneisen, Allgemeinmediziner, Arzt"
"PD Dr. med. Udo A. Heuschen, Limburg an der Lahn, Chirurg, Arzt"
" Winfried Sailer, Limburg an der Lahn, Chirurg, Arzt"
" Heinz Mandelka, Limburg an der Lahn, Allgemeinmediziner, Arzt"
"Dr. med. Christina Merkt-Seiwert, Limburg an der Lahn, Kinderärztin, Ärztin"
" Bianka Petri, Limburg an der Lahn, Fachärztin für Psychosom. Med.u.Psychotherap., Ärztin"
"Dr. med. Patricia Schaub, Limburg an der Lahn, Chirurgin, Ärztin"
"Dr. med. Stephan Walter, Limburg an der Lahn, Facharzt für Innere Medizin, Arzt"
"Dr. med. Bernhard Nadenau, Hünfelden, Allgemeinmediziner, Arzt"
" Roland Schneider, Villmar, Allgemeinmediziner, Arzt"
"Dr. med. Angelika Vitalini, Limburg an der Lahn, Fachärztin für Innere Medizin, Ärztin"
" Sandra Scheu, Villmar, Allgemeinmedizinerin, Ärztin"
" Thomas Zimmermann, Runkel, Praktischer Arzt, Arzt"
"Dr. med. Ruth Rita Hölper-Reichwein, Villmar, Neurologin, Ärztin"
" Gertrud Sperveslage, Brechen, Praktische Ärztin, Ärztin"
"Dr. med. Simon Fachinger, Brechen, Allgemeinmediziner, Arzt"
" Carsten Holl, Brechen, Facharzt für Innere Medizin, Arzt"
"PD Dr. med. Erik Friedrich, Sankt Wendel, Facharzt für Innere Medizin, Arzt"
"Dr. med. Katja Füll, Brechen, Allgemeinmedizinerin, Ärztin"
" Georg P. Fachinger, Brechen, Praktischer Arzt, Arzt"
"Dr. med. Werner Falk, Ennepetal, Facharzt für Innere Medizin, Arzt"
" Matthias Wulle, Hagen, Allgemeinmediziner, Arzt"
" Kerstin Hefendehl, Halver, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Karsten Stolz, Ennepetal, Allgemeinmediziner, Arzt"
" Frank Steffens, Hagen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Inge Vollmerhaus, Hagen, Allgemeinmedizinerin, Ärztin"
"Dr. Erol Altun, Schalksmühle, Frauenarzt, Arzt"
"Dr. med. Manfred Hoffmann, Biedenkopf, Frauenarzt, Arzt"
" Andreas Garthoff, Schalksmühle, Anästhesist, Arzt"
" Susanne Ballhaus-Koch, Hagen, Allgemeinmedizinerin, Ärztin"
" Christian Gesche, Ennepetal, Facharzt für Innere Medizin, Arzt"
" Jörg Engelhardt, Hagen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Jens Brücher, Radevormwald, Orthopäde, Arzt"
" Hartmut Rohlfing, Halver, Facharzt für Innere Medizin, Arzt"
" Thorsten Anlauf, Hagen, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Ursula Köhler, Ennepetal, Allgemeinmedizinerin, Ärztin"
" Peter Kopiky, Schalksmühle, Allgemeinmediziner, Arzt"
"Dr. med. Katrin Lüsebrink, Schalksmühle, Allgemeinmedizinerin, Ärztin"
" Meinolf Heimann, Hagen, Allgemeinmediziner, Arzt"
"Dr. med. Silke Killburger, Schalksmühle, Fachärztin für Innere Medizin, Ärztin"
" Uta Wünnemann, Breckerfeld, Allgemeinmedizinerin, Ärztin"
"Dr. med. Matthias Raphael, Eichwalde, Facharzt für Innere Medizin, Arzt"
"Dr. med. Ulf Müller, Insel Hiddensee, Allgemeinmediziner, Arzt"
" Peter Seidel jun., Gingst, Allgemeinmediziner, Arzt"
" Thomas Harnisch, Trent, Allgemeinmediziner, Arzt"
" Farid Sandoghdar, Ennepetal, Allgemeinmediziner, Arzt"
" Wolfgang Kopp, Sagard, Allgemeinmediziner, Arzt"
"Dr. med. Axel Rösler, Radevormwald, HNO Arzt, Arzt"
" Susanne Reken, Dranske, Allgemeinmedizinerin, Ärztin"
" Susanne Reken, Altenkirchen, Allgemeinmedizinerin, Ärztin"
" Martina Viehweger, Wiek, Kinderärztin, Ärztin"
"Dr. med. Udo Gesser, Wiek, Kinderarzt, Arzt"
"Dr. med. Thomas Thierbach, Wiek, Kinderarzt, Arzt"
"Dipl. - Med. Gisela Greschniok, Altenkirchen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Holger Simon, Wiek, Allgemeinmediziner, Arzt"
"Dr. med. Holger Simon, Breege, Allgemeinmediziner, Arzt"
"Dr. med. Uwe Kalinka, Potsdam, Allgemeinmediziner, Arzt"
"Dr. med. Björn Tönneßen, Potsdam, Allgemeinmediziner, Arzt"
"Dr. med. Frank Riedel, Luckau, Allgemeinmediziner, Arzt"
"PD Dr. med. Katja Klugewitz, Königs Wusterhausen, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Petra Höfert, Potsdam, Orthopädin, Ärztin"
"Dr. Mimoun Azizi, Hagen, Neurologe, Arzt"
"Dipl. - Med. Heidelind Schäfer, Rheinsberg, Allgemeinmedizinerin, Ärztin"
"Dipl. - Med. Uwe Müller, Potsdam, Urologe, Arzt"
"Dr. med. Peter Rieger, Schwedt/Oder, Orthopäde, Arzt"
"Dipl. - Med. Michael Kuckhoff, Eberswalde, Chirurg, Arzt"
"Dr. med. Gudrun Beckmann, Potsdam, Praktische Ärztin, Ärztin"
" Jörg Homann, Potsdam, Chirurg, Arzt"
"Dr. med. Angelika Winklhofer, Michendorf, Praktische Ärztin, Ärztin"
"Dr. med. Klaus Ueberreiter, Birkenwerder, Chirurg, Arzt"
"Dipl. - Med. Sabine Kolbmüller, Stahnsdorf, Praktische Ärztin, Ärztin"
"Dr. med. Philip Bartels, Potsdam, Facharzt für Neurochirurgie, Arzt"
"Dr. med. Katharina Schramm, Potsdam, Anästhesistin, Ärztin"
"Dr. Tobias Ulbricht, Brandenburg, Mund-Kiefer-Gesichtschirurg, Arzt"
"Dipl. - Med. Andrea Kasimir, Potsdam, Allgemeinmedizinerin, Ärztin"
"Dr. med. Marco Weiland, Brandenburg, Orthopäde und Unfallchirurg, Arzt"
"Dr. med. Horst H. Reuland, Aachen, Allgemeinmediziner, Arzt"
" Andreas Schwarck, Premnitz, HNO Arzt, Arzt"
"Dr. med. Clemens Walter, Potsdam, Plastischer Chirurg, Arzt"
"Dr. med. Matthias Zöpfgen, Halver, Facharzt für Innere Medizin, Arzt"
" Andreas Bias, Mühlenbeck, Facharzt für Innere Medizin, Arzt"
"Dr. med. Tilman Lüdert, Oranienburg, Urologe, Arzt"
" Dieter-Günther Schultz, Breckerfeld, Allgemeinmediziner, Arzt"
"Dr. med. Klaus-Dieter Böhm, Breckerfeld, Praktischer Arzt, Arzt"
" Gabriella Gratkowski, Breckerfeld, Praktische Ärztin, Ärztin"
"Dr. med. Astrid Eurich-Köster, Breckerfeld, Allgemeinmedizinerin, Ärztin"
" Horst Wegner, Haby, Praktischer Arzt, Arzt"
"Dr. med. Hakim Jaballah, Schacht-Audorf, Allgemeinmediziner, Arzt"
"Dr. med. Wulf Hochmann, Schacht-Audorf, Facharzt für Innere Medizin, Arzt"
"Dr. med. Michael Dommes, Felde, Allgemeinmediziner, Arzt"
" Harald Nissen, Quarnbek, Anästhesist, Arzt"
" Ullrich Krug, Groß Vollstedt, Allgemeinmediziner, Arzt"
"Dr. med. Andreas Füger, Schacht-Audorf, Allgemeinmediziner, Arzt"
"Dr. med. Ralf-Martin Ludwig, Schacht-Audorf, Allgemeinmediziner, Arzt"
" Barbara Hähne, Felde, Psychiatrie u.Psychotherapie, Ärztin"
"Dr. med. Gabriele Lorentz, Schinkel, Allgemeinmedizinerin, Ärztin"
"Dr. med. Dieter Mühlhoff, Felde, Facharzt für Innere Medizin, Arzt"
" Swantje Zitron, Felde, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Jörg Krämer, Felde, Allgemeinmediziner, Arzt"
" Jochen Härter, Schacht-Audorf, Chirurg, Arzt"
"Dr. med. Juliane Rump, Groß Vollstedt, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Christian Kalm, Felde, Facharzt für Innere Medizin, Arzt"
" Martina Meier-Höfig, Bredenbek, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Matthias Höfig, Bredenbek, Facharzt für Innere Medizin, Arzt"
"Dr. med. Eckhard Zunker, Mölln, Allgemeinmediziner, Arzt"
" Beate Schicker, Mölln, Fachärztin für Psychosom. Med.u.Psychotherap., Ärztin"
"Dr. med. Ulrich Geisemeyer, Mölln, Allgemeinmediziner, Arzt"
" Christian Hefke, Mölln, HNO Arzt, Arzt"
"Dr. med. Sigrid Brandis, Mölln, Augenärztin, Ärztin"
" Stefan Elbs, Mölln, Facharzt für Innere Medizin, Arzt"
"Dr. med. Renata von Breymann, Mölln, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ulrich Berghof, Mölln, Allgemeinmediziner, Arzt"
"Dr. med. Peter Knöll, Mölln, Orthopäde, Arzt"
"Dr. med. Julia Wilrich, Mölln, Urologin, Ärztin"
"Dr. med. Kai Möller, Mölln, Allgemeinmediziner, Arzt"
"Dr. med. Christina Krus, Mölln, Frauenärztin, Ärztin"
"Dr. med. Frank Wehnert, Mölln, Praktischer Arzt, Arzt"
" Helmut van Bentum-Piosinski, Mölln, Augenarzt, Arzt"
" Klaus Fink, Mölln, Orthopäde, Arzt"
" Andrea Kruse, Mölln, Allgemeinmedizinerin, Ärztin"
"Dr. med. Petra Strobauch, Mölln, Frauenärztin, Ärztin"
"Dr. med. Marius Schumacher, Mölln, Kinderarzt, Arzt"
"Dr. med. Anja Lüdemann, Mölln, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Anna Fürniß-Ihns, Mölln, Frauenärztin, Ärztin"
" Jan Steinke, Mölln, Allgemeinmediziner, Arzt"
"Dr. med. Hubertus Smolarek, Mölln, Frauenarzt, Arzt"
"Dr. med. Michael Drews, Mölln, Allgemeinmediziner, Arzt"
"Dr. med. Bodo Segert, Mölln, Hautarzt, Arzt"
"Dr. med. Oliver Walden, Mölln, Urologe, Arzt"
" Stefan Roggenkamp, Mölln, Allgemeinmediziner, Arzt"
"Dr. med. Wolfgang Bauer, Mölln, Allgemeinmediziner, Arzt"
"Dr. med. Regina Schulz, Breitenfelde, Allgemeinmedizinerin, Ärztin"
"Dr. med. Christoph Schimmelpfennig, Wittenberge, Facharzt für Innere Medizin, Arzt"
"Dr. med. Olaf Schrank, Wittenberge, Chirurg, Arzt"
" Astrid Weiland, Wittenberge, Neurologin, Ärztin"
"Dr. med. Susann Lehrmann-Götze, Wittenberge, Allgemeinmedizinerin, Ärztin"
"Dr. med. Maritta Staginnus, Wittenberge, HNO Ärztin, Ärztin"
"Dr. med. Carsten Ludwig, Wittenberge, Allgemeinmediziner, Arzt"
" Mostafa Afzal, Wittenberge, Radiologe, Arzt"
"Dr. med. Jens-Uwe Völzer, Wittenberge, Orthopäde, Arzt"
"Dipl. - Med. Sonja Hübel, Wittenberge, Neurologin, Ärztin"
"Dr. med. Jörg Bombrich, Wittenberge, Orthopäde, Arzt"
"Dipl. - Med. Elke Wilhelm, Wittenberge, Allgemeinmedizinerin, Ärztin"
"Dipl. - Med. Klaus Baron, Wittenberge, Allgemeinmediziner, Arzt"
" Lutz-Thomas Dieckmann, Wittenberge, Facharzt für Innere Medizin, Arzt"
"Dr. med. Christian Berndt, Wittenberge, Allgemeinmediziner, Arzt"
"Dr. med. Uwe Tiedemann, Wittenberge, Urologe, Arzt"
"Dipl. - Med. Doris Pawelzik, Wittenberge, Fachärztin für Innere Medizin, Ärztin"
"Dipl. - Med. Christine Haker, Wittenberge, Allgemeinmedizinerin, Ärztin"
" Martin Schumacher, Hohen Neuendorf, Allgemeinmediziner, Arzt"
"Dipl. - Med. Ute Dunzendorfer, Wittenberge, Kinderärztin, Ärztin"
"Dr. med. Catrin Rüdiger-Gottschalk, Wittenberge, Frauenärztin, Ärztin"
"Dr. med. Dr. med. dent. Dirk Rooseboom, Potsdam, Mund-Kiefer-Gesichtschirurg, Arzt"
"Dr. med. Thomas Bock, Wittenberge, Facharzt für Innere Medizin, Arzt"
" Francisco Conrad, Limburg an der Lahn, Praktischer Arzt, Arzt"
"Dr. med. Waleed Amin Kotb, Wittenberge, Urologe, Arzt"
"Dr. med. Bernita Broza, Wittenberge, Allgemeinmedizinerin, Ärztin"
" Thomas Martens, Wittenberge, Facharzt für Innere Medizin, Arzt"
"Dr. med. Kathrin Czerny, Wittenberge, Frauenärztin, Ärztin"
"Dr. med. Ulf Schlichting, Sagard, Allgemeinmediziner, Arzt"
"Dipl. - Med. Dagmar Baron, Wittenberge, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ilona Zierold, Wittenberge, Kinderärztin, Ärztin"
" Hassan Nassri, Aachen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Martin Klutmann, Aachen, Facharzt für Innere Medizin, Arzt"
"Dr. med. Klaus-Michael Grunwald, Aachen, Frauenarzt, Arzt"
"Dr. med. Walid Albanna, Aachen, Facharzt für Neurochirurgie, Arzt"
"Dr. med. Stefanie Fröschen-Behrens, Aachen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Gesine Fierfas, Wittenberge, Frauenärztin, Ärztin"
"Dr. med. Stephan Kipping, Brechen, Allgemeinmediziner, Arzt"
"Dr. med. Dorte Krolop, Werder (Havel), Allgemeinmedizinerin, Ärztin"
" Markus Rech, Braunschweig, Facharzt für Innere Medizin, Arzt"
"Dr. med. Egon Hohenberger, Querfurt, Anästhesist, Arzt"
"Dr. med. Michael Wetzig, Angersdorf, Frauenarzt, Arzt"
"Dr. med. Marianne Delakowitz, Donaueschingen, Allgemeinmedizinerin, Ärztin"
"Dr. med. Antje Philipp, Zwickau, Frauenärztin, Ärztin"
"Dr. med. Oliver Bock, Braunfels, Psychiatrie u.Psychotherapie, Arzt"
" Stephan Wagner, Lahnstein, Allgemeinmediziner, Arzt"
"Dr. med. Elmar zur Hörst, Nußdorf am Inn, Allgemeinmediziner, Arzt"
" Isabell Krogull, Borsdorf, Allgemeinmedizinerin, Ärztin"
"Dr. med. Christian Marquart, Borsdorf, Allgemeinmediziner, Arzt"
" Sergej Lochmann, Brandenburg, Chirurg, Arzt"
"Dr. med. Milena Schaeffer-Kurepkat, Brandenburg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Christine Zimny, Brandenburg, Allgemeinmedizinerin, Ärztin"
"Dipl. - Med. Mechthild Neubert, Brandenburg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Frank Stolle, Brandenburg, Chirurg, Arzt"
"PD Dr. med. habil. Jochen Mainz, Brandenburg, Kinderarzt, Arzt"
"Dr. med. Birgit Didczuneit-Sandhop, Brandenburg, HNO Ärztin, Ärztin"
"Dr. med. Ulrich Gießmann, Brandenburg, Frauenarzt, Arzt"
"Dr. med. Frank Günther, Brandenburg, Frauenarzt, Arzt"
" Kathrin Meiburg, Brandenburg, Allgemeinmedizinerin, Ärztin"
" Elisabeth Kuptel-Krutz, Brandenburg, Frauenärztin, Ärztin"
"Dr. med. Kristin Kahrau, Brandenburg, Kinderärztin, Ärztin"
" Sabine Glatz, Brandenburg, Allgemeinmedizinerin, Ärztin"
"Prof. Dr. med. Thomas Enzmann, Brandenburg, Urologe, Arzt"
"Dr. med. Wolfgang Achtelik, Brandenburg, Hautarzt, Arzt"
" Gordon Westphal, Brandenburg, Anästhesist, Arzt"
"Dr. med. Cornelia Müller, Brandenburg, Frauenärztin, Ärztin"
" Josefine Holdys, Brandenburg, HNO Ärztin, Ärztin"
"Prof. Dr. med. Roland Becker, Brandenburg, Orthopäde, Arzt"
"Dr. med. Eckhard Trägenapp, Brandenburg, Chirurg, Arzt"
"Prof. Dr. med. Ivo Buschmann, Brandenburg, Facharzt für Innere Medizin, Arzt"
"Dipl. - Med. Carola Hagenow, Brandenburg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Carola Niemann, Brandenburg, Hautärztin, Ärztin"
"Dr. Dr. med. Carsten Engelmann, Brandenburg, Kinderchirurg, Arzt"
"Dipl. - Med. Sabine Resech, Brandenburg, Allgemeinmedizinerin, Ärztin"
"Dr. med. Jürgen Mey, Brandenburg, Kinderarzt, Arzt"
"Dr. med. Judith Heinen-Elhardt, Wittenberge, Allgemeinmedizinerin, Ärztin"
"Dr. med. Ria Wagner, Naunhof, Anästhesistin, Ärztin"
"Dr. med. Christian Gregor, Naunhof, Orthopäde und Unfallchirurg, Arzt"
" Thomas Richter, Borsdorf, Facharzt für Innere Medizin, Arzt"
"Dr. med. Kathrin Fach, Borsdorf, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Thomas Fach, Borsdorf, Facharzt für Innere Medizin, Arzt"
"Dr. med. Astrid Bergmann-Arnold, Borsdorf, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Thomas Müller-Holthusen, Brandis, Psychiatrie u.Psychotherapie, Arzt"
"Dr. med. Steffen Sachse, Brandis, Kinderarzt, Arzt"
"Dr. med. Jadranko Hodzic, Brandenburg, Psychiatrie u.Psychotherapie, Arzt"
" Kristin Peterson, Brandis, Kinderärztin, Ärztin"
" Dana Hofmann, Brandis, Fachärztin für Innere Medizin, Ärztin"
"Dr. med. Astrid Meier, Brandis, Allgemeinmedizinerin, Ärztin"
" Annett Seimer, Brandis, Allgemeinmedizinerin, Ärztin"
" Daniel Albrecht, Brandis, Facharzt für Innere Medizin, Arzt"
"Dr. med. Burkhard Günther, Brandis, Facharzt für Innere Medizin, Arzt"
"Dr. med. Karin Blankenhorn, Aachen, Kinderpsychiaterin, Ärztin"
"Dr. med. Burkhard Ledig, Brandis, Allgemeinmediziner, Arzt"
"Dr. med. Birk Engmann, Brandis, Neurologe, Arzt"
"Dr. med. Karen Nöcker, Brandis, Orthopädin, Ärztin"
"Dr. med. Susanne Bader, Brandis, Allgemeinmedizinerin, Ärztin"
"Dr. med. Helga Behrendt, Brandis, Chirurgin, Ärztin"
"Dr. med. Alexander Fischer, Brandis, Allgemeinmediziner, Arzt"
"Dr. med. Carsten Jülke, Brandis, Chirurg, Arzt"
"Dipl. - Med. Evelyn Elbe, Brandis, Allgemeinmedizinerin, Ärztin"
"Dr. med. Lutz Albrecht, Brandis, Allgemeinmediziner, Arzt"
"Dr. med. Anne Rösener, Brandis, Frauenärztin, Ärztin"
"Dr. med. Rainer Arnold, Brandis, Allgemeinmediziner, Arzt"
"Dr. med. Reinhard Bunck, Raubling, Allgemeinmediziner, Arzt"
" Jan Hütz, Neubeuern, Praktischer Arzt, Arzt"
" Michael Braun, Nußdorf am Inn, Allgemeinmediziner, Arzt"
"Dr. med. Christoph Bonke, Flintsbach, Allgemeinmediziner, Arzt"
" Gabriela Huemer, Nußdorf am Inn, Praktische Ärztin, Ärztin"
"Dr. med. Monika Bolland, Brannenburg, Praktische Ärztin, Ärztin"
"Dr. med. Philipp Rosenstiel, Brannenburg, Urologe, Arzt"
"Dr. med. Andrea Buchberger, Brannenburg, Fachärztin für Psychosom. Med.u.Psychotherap., Ärztin"
"Dr. med. Markus Ehrl, Brannenburg, Urologe, Arzt"
"Dr. med. Peter Regehr, Brannenburg, Praktischer Arzt, Arzt"
"Dr. med. Fabienne Caime, Brannenburg, Fachärztin für Innere Medizin, Ärztin"
